track_name,artists,release_year,era,duration_min,danceability,energy,loudness,acousticness,valence
Poorman,Depeche Mode,2017,Streaming growth,4.43045,0.672,0.631,-9.345,0.00116,0.145
No More (This is the Last Time),Depeche Mode,2017,Streaming growth,3.231333333333333,0.569,0.488,-8.818,0.00743,0.195
Fail,Depeche Mode,2017,Streaming growth,5.11755,0.456,0.5870000000000001,-9.491,0.0252,0.0394
Cover Me - Alt Out,Depeche Mode,2017,Streaming growth,4.44955,0.649,0.69,-10.743,0.0126,0.541
Scum - Frenetic Mix,Depeche Mode,2017,Streaming growth,5.437116666666666,0.701,0.565,-10.344,0.00148,0.236
Poison Heart - Tripped Mix,Depeche Mode,2017,Streaming growth,4.272,0.568,0.4479999999999999,-11.987,0.0661,0.0681
Fail - Cinematic Cut,Depeche Mode,2017,Streaming growth,5.62755,0.639,0.617,-12.63,0.12,0.0394
So Much Love - Machine Mix,Depeche Mode,2017,Streaming growth,7.333333333333333,0.71,0.6729999999999999,-15.149,0.00637,0.0333
She - Original Stereo Version; 2006 Remaster,The Monkees,1967,Pre-streaming,2.6493333333333333,0.506,0.669,-6.755,0.241,0.763
When Love Comes Knockin' (At Your Door) - Original Stereo Version; 2006 Remaster,The Monkees,1967,Pre-streaming,1.8048833333333334,0.488,0.638,-7.552,0.506,0.843
"Mary, Mary - Original Stereo Version; 2006 Remaster",The Monkees,1967,Pre-streaming,2.2997833333333335,0.6759999999999999,0.574,-7.826,0.158,0.962
Hold on Girl - Original Stereo Version; 2006 Remaster,The Monkees,1967,Pre-streaming,2.47555,0.672,0.7490000000000001,-5.367999999999999,0.177,0.923
Your Auntie Grizelda - Original Stereo Version; 2006 Remaster,The Monkees,1967,Pre-streaming,2.5153333333333334,0.604,0.804,-6.607,0.152,0.908
(I'm Not Your) Steppin' Stone - 2006 Remaster,The Monkees,1967,Pre-streaming,2.4422166666666665,0.537,0.677,-4.437,0.0151,0.324
Look Out (Here Comes Tomorrow) - Original Stereo Version; 2006 Remaster,The Monkees,1967,Pre-streaming,2.2671166666666664,0.578,0.902,-5.015,0.514,0.943
The Kind of Girl I Could Love - Original Stereo Version; 2006 Remaster,The Monkees,1967,Pre-streaming,1.8731166666666668,0.483,0.88,-5.16,0.3339999999999999,0.8270000000000001
The Day We Fall in Love - Original Stereo Version; 2006 Remaster,The Monkees,1967,Pre-streaming,2.418,0.347,0.342,-13.177,0.0306,0.537
Sometime in the Morning - Original Stereo Version; 2006 Remaster,The Monkees,1967,Pre-streaming,2.50955,0.377,0.537,-6.811,0.168,0.421
Laugh - Original Stereo Version; 2006 Remaster,The Monkees,1967,Pre-streaming,2.4962166666666668,0.741,0.759,-6.914,0.283,0.95
I'm a Believer - 2006 Remaster,The Monkees,1967,Pre-streaming,2.78955,0.526,0.775,-6.05,0.7070000000000001,0.962
"Apples, Peaches, Bananas and Pears - 2006 Remaster",The Monkees,1967,Pre-streaming,2.30845,0.621,0.594,-8.064,0.192,0.368
Ladies Aid Society - Original Mono Mix; 2006 Remaster,The Monkees,1967,Pre-streaming,3.4226666666666667,0.442,0.469,-9.853,0.6559999999999999,0.693
I'll Spend My Life With You [First Recorded Version] (2006 Remastered),The Monkees,1967,Pre-streaming,2.4537833333333334,0.594,0.313,-14.853,0.68,0.643
I Don't Think You Know Me - Second Recorded Version; 2006 Remaster,The Monkees,1967,Pre-streaming,2.3388833333333334,0.498,0.6729999999999999,-4.553,0.4429999999999999,0.7340000000000001
Through the Looking Glass - First Recorded Version; 2006 Remaster,The Monkees,1967,Pre-streaming,2.5302166666666666,0.504,0.5760000000000001,-8.932,0.431,0.499
Don't Listen to Linda - First Recorded Version,The Monkees,1967,Pre-streaming,2.4591166666666666,0.633,0.395,-12.630999999999998,0.314,0.721
Kicking Stones - 2006 Remaster,The Monkees,1967,Pre-streaming,2.44845,0.482,0.407,-9.462,0.532,0.606
Look Out (Here Comes Tomorrow) - with Peter's Narration; 2006 Remaster,The Monkees,1967,Pre-streaming,2.82155,0.598,0.8540000000000001,-5.47,0.523,0.922
I'm a Believer - Alternate Mix; 2006 Remaster,The Monkees,1967,Pre-streaming,2.83955,0.5489999999999999,0.716,-8.387,0.315,0.938
Mr. Webster [First Recorded Version] (2006 Remastered),The Monkees,1967,Pre-streaming,2.7893333333333334,0.226,0.419,-10.627,0.3929999999999999,0.407
Valleri - First Recorded Version; 2006 Remaster,The Monkees,1967,Pre-streaming,2.236883333333333,0.402,0.564,-7.683,0.145,0.407
Words [First Recorded Version] (2006 Remastered),The Monkees,1967,Pre-streaming,2.8571166666666667,0.4039999999999999,0.569,-8.53,0.0494,0.54
Look Out (Here Comes Tomorrow) - TV Version; 2006 Remaster,The Monkees,1967,Pre-streaming,2.8486666666666665,0.6829999999999999,0.622,-9.352,0.217,0.942
I'll Be Back Up on My Feet - First Recorded Version; 2006 Remaster,The Monkees,1967,Pre-streaming,2.4657666666666667,0.633,0.6940000000000001,-8.38,0.6409999999999999,0.951
Tear Drop City - Alternate Mix; 2006 Remaster,The Monkees,1967,Pre-streaming,2.3082166666666666,0.298,0.925,-7.0889999999999995,0.3879999999999999,0.513
Of You - Mono Mix; 2006 Remaster,The Monkees,1967,Pre-streaming,1.9648833333333333,0.529,0.713,-8.043,0.21,0.926
Hold on Girl - First Recorded Version; 2006 Remaster,The Monkees,1967,Pre-streaming,2.73645,0.516,0.475,-9.731,0.55,0.419
(I Prithee) Do Not Ask for Love - 2006 Remaster,The Monkees,1967,Pre-streaming,2.9862166666666665,0.498,0.4539999999999999,-10.761,0.0586,0.355
Words,F.R. David,2017,Streaming growth,3.4597,0.526,0.698,-8.099,0.374,0.447
Something About You - Theme From The Baby Borrowers,Five For Fighting,2004,Pre-streaming,4.06,0.5479999999999999,0.7959999999999999,-5.824,0.0893,0.525
My House,Alexander O'Neal,2010,Streaming growth,4.21355,0.861,0.772,-7.705,0.0231,0.731
I'm Back,Alexander O'Neal,2010,Streaming growth,2.776883333333333,0.941,0.8240000000000001,-6.437,0.0133,0.755
Minnesota Shuffle,Alexander O'Neal,2010,Streaming growth,3.8848833333333332,0.823,0.5720000000000001,-6.468,0.159,0.5660000000000001
I Found True Love,Alexander O'Neal,2010,Streaming growth,4.991116666666667,0.7859999999999999,0.6679999999999999,-6.767,0.0293,0.451
I Can't Wait,Alexander O'Neal,2010,Streaming growth,4.012883333333333,0.491,0.562,-8.863,0.0417,0.735
You Make Me Smile,Alexander O'Neal,2010,Streaming growth,6.266883333333333,0.59,0.615,-8.427999999999999,0.204,0.532
Love Don't Love Nobody,Alexander O'Neal,2010,Streaming growth,4.425333333333334,0.69,0.6409999999999999,-7.975,0.115,0.738
It's Your Night Tonight,Alexander O'Neal,2010,Streaming growth,4.1768833333333335,0.799,0.716,-6.96,0.0786,0.816
Love Won't Let Me Wait,Alexander O'Neal,2010,Streaming growth,5.828666666666667,0.419,0.499,-7.228,0.281,0.185
5 Questions,Alexander O'Neal,2010,Streaming growth,4.674216666666666,0.56,0.856,-5.718,0.0135,0.615
First Time,Alexander O'Neal,2010,Streaming growth,3.2622166666666668,0.643,0.529,-8.353,0.281,0.48
Chill Bill (feat. J. Davi$ & Spooks),Rob $tone;J. Davi$;Spooks,2016,Streaming growth,2.9530666666666665,0.8859999999999999,0.4270000000000001,-10.028,0.0312,0.23
The Flame - Gigi D\'Agostino Mix,Fine Young Cannibals,2014,Streaming growth,7.464216666666666,0.56,0.86,-8.516,0.000283,0.16
Who Needs a Heart,Ringo Starr,1978,Pre-streaming,3.8202166666666666,0.591,0.674,-11.672,0.1669999999999999,0.92
Bad Boy,Ringo Starr,1978,Pre-streaming,3.280666666666667,0.655,0.337,-12.748,0.715,0.541
Lipstick Traces (On a Cigarette),Ringo Starr,1978,Pre-streaming,3.034883333333333,0.68,0.6,-12.088,0.502,0.925
Heart On My Sleeve,Ringo Starr,1978,Pre-streaming,3.362,0.747,0.583,-11.9,0.4589999999999999,0.964
Where Did Our Love Go,Ringo Starr,1978,Pre-streaming,3.2653333333333334,0.642,0.546,-12.56,0.306,0.9
Hard Times,Ringo Starr,1978,Pre-streaming,3.5471166666666667,0.703,0.667,-11.513,0.0194,0.979
Tonight,Ringo Starr,1978,Pre-streaming,2.958,0.7020000000000001,0.509,-11.259,0.495,0.8270000000000001
Monkey See-Monkey Do,Ringo Starr,1978,Pre-streaming,3.5982166666666666,0.617,0.525,-12.24,0.286,0.96
Old Time Relovin',Ringo Starr,1978,Pre-streaming,4.282,0.506,0.568,-12.531,0.291,0.626
A Man Like Me,Ringo Starr,1978,Pre-streaming,3.1388833333333332,0.483,0.237,-15.974,0.7170000000000001,0.209
Heart On My Sleeve - Single Version,Ringo Starr,1978,Pre-streaming,3.1206666666666667,0.7140000000000001,0.655,-11.050999999999998,0.605,0.929
Lipstick Traces (On a Cigarette) - Single Version,Ringo Starr,1978,Pre-streaming,3.00955,0.65,0.655,-10.535,0.483,0.944
Table,Berner;Styles P;ScHoolboy Q,2017,Streaming growth,4.166766666666667,0.414,0.735,-8.855,0.476,0.307
Leave Me Alone,Berner;Styles P;Wiz Khalifa;Ty Dolla $ign,2017,Streaming growth,3.033333333333333,0.777,0.6990000000000001,-6.768,0.0356,0.412
Go On,Berner;Styles P;Scarface,2017,Streaming growth,3.96685,0.648,0.816,-6.0760000000000005,0.184,0.384
Keep Smokin,Berner;Styles P;Wiz Khalifa,2017,Streaming growth,5.1394166666666665,0.738,0.637,-7.718,0.0706,0.462
Fam 1st,Berner;Styles P;Jadakiss;Sheek Louch,2017,Streaming growth,3.60465,0.6559999999999999,0.615,-8.734,0.0614,0.688
Mujeres,Elvis Crespo,2009,Pre-streaming,5.672883333333333,0.619,0.836,-3.753,0.114,0.619
This Night,The Poets;Troels Bech;Lars K. Andersen;Birgitte Bang;Mads Frederik;Torben Engberg;Colin Wilkinson,1987,Pre-streaming,4.821116666666667,0.622,0.426,-12.697,0.00606,0.222
Surface,The Poets;Troels Bech;Lars K. Andersen;Birgitte Bang;Mads Frederik;Torben Engberg;Colin Wilkinson,1987,Pre-streaming,3.30155,0.471,0.847,-11.371,0.00143,0.579
Four Days In Florence,The Poets;Troels Bech;Lars K. Andersen;Birgitte Bang;Mads Frederik;Torben Engberg;Colin Wilkinson,1987,Pre-streaming,3.7917833333333335,0.446,0.0486,-22.515,0.838,0.2189999999999999
The Trapper Song,The Poets;Troels Bech;Lars K. Andersen;Birgitte Bang;Mads Frederik;Torben Engberg;Colin Wilkinson,1987,Pre-streaming,4.1066666666666665,0.657,0.755,-10.636,0.000177,0.851
Tears Down My Armour,The Poets;Troels Bech;Lars K. Andersen;Birgitte Bang;Mads Frederik;Torben Engberg;Colin Wilkinson,1987,Pre-streaming,4.982666666666667,0.545,0.531,-16.063,0.00875,0.607
Wartburg Love,The Poets;Troels Bech;Lars K. Andersen;Birgitte Bang;Mads Frederik;Torben Engberg;Colin Wilkinson,1987,Pre-streaming,4.173333333333333,0.667,0.5660000000000001,-13.96,0.0147,0.908
Radio Anonymous,The Poets;Troels Bech;Lars K. Andersen;Birgitte Bang;Mads Frederik;Torben Engberg;Colin Wilkinson,1987,Pre-streaming,5.422666666666666,0.708,0.52,-14.638,1.52e-05,0.8
Psychedelic Undewear,The Poets;Troels Bech;Lars K. Andersen;Birgitte Bang;Mads Frederik;Torben Engberg;Colin Wilkinson,1987,Pre-streaming,3.322216666666667,0.524,0.898,-9.896,0.0184,0.727
Mingos Down Memory Valley,The Poets;Troels Bech;Lars K. Andersen;Birgitte Bang;Mads Frederik;Torben Engberg;Colin Wilkinson,1987,Pre-streaming,6.4588833333333335,0.595,0.392,-11.661,0.034,0.473
More Game,RBL Posse;Richie Rich,2000,Pre-streaming,4.8853333333333335,0.8109999999999999,0.498,-8.477,0.455,0.5
Ready Made Niggas,RBL Posse;Spice 1;GQ,2000,Pre-streaming,4.342,0.685,0.775,-3.8,0.0924,0.436
All in Together,RBL Posse;Rappin' 4-Tay,2000,Pre-streaming,4.979783333333334,0.698,0.652,-7.9689999999999985,0.278,0.8640000000000001
Ruthless by Law - Unreleased,RBL Posse;Master P;Andre Nickatina;Cougnut,2000,Pre-streaming,5.4862166666666665,0.742,0.8370000000000001,-5.421,0.0557,0.615
Dolla Out of 15 Cents,RBL Posse;Master P,2000,Pre-streaming,4.134216666666667,0.885,0.609,-5.8370000000000015,0.0105,0.754
Headstrong - Radio Version,Trapt,2005,Pre-streaming,3.953116666666667,0.507,0.918,-5.671,0.000225,0.545
Mexico,Ray Parker Jr.,2006,Pre-streaming,4.121783333333333,0.667,0.623,-5.193,0.0885,0.0833
Glass Of Wine,Ray Parker Jr.,2006,Pre-streaming,3.5648833333333334,0.86,0.488,-7.057,0.226,0.7140000000000001
Middle Age Crisis,Ray Parker Jr.,2006,Pre-streaming,4.346883333333333,0.742,0.631,-6.897,0.178,0.7390000000000001
Mismaloya Beach,Ray Parker Jr.,2006,Pre-streaming,4.09445,0.77,0.545,-9.051,0.516,0.5579999999999999
The Guitar Man,Ray Parker Jr.,2006,Pre-streaming,4.138,0.594,0.528,-6.357,0.149,0.667
I'm Free,Ray Parker Jr.,2006,Pre-streaming,4.08155,0.675,0.5670000000000001,-5.705,0.017,0.853
Rum Punch,Ray Parker Jr.,2006,Pre-streaming,4.303116666666667,0.8490000000000001,0.66,-7.9289999999999985,0.178,0.8370000000000001
Sunset Ray,Ray Parker Jr.,2006,Pre-streaming,4.118216666666667,0.767,0.5579999999999999,-7.335,0.355,0.604
Forgive Me,Ray Parker Jr.,2006,Pre-streaming,4.175116666666667,0.746,0.738,-6.645,0.1639999999999999,0.7659999999999999
The Book,Ray Parker Jr.,2006,Pre-streaming,4.374883333333333,0.82,0.74,-4.368,0.0884,0.7709999999999999
Gibson's Theme,Ray Parker Jr.,2006,Pre-streaming,4.159116666666667,0.728,0.494,-8.952,0.0812,0.184
Something Just Like This - Tokyo Remix,Coldplay;The Chainsmokers,2017,Streaming growth,4.549783333333333,0.365,0.86,-6.996,0.00173,0.143
My Dear Acquaintance (A Happy New Year) - Live,Regina Spektor,2007,Pre-streaming,2.863783333333333,0.425,0.13,-15.858,0.8759999999999999,0.231
"Symphony No. 1 in F major, Op. 40: II. Allegro",Various Artists,2001,Pre-streaming,6.917333333333334,0.409,0.0514,-25.779,0.974,0.377
Feels Like Summer - Acoustic,Weezer,2017,Streaming growth,3.2727333333333335,0.6559999999999999,0.42,-7.391,0.1989999999999999,0.574
Ex's & Oh's,Elle King,2014,Streaming growth,3.3642166666666666,0.627,0.8959999999999999,-3.936,0.0208,0.461
Party On Da Roof (feat. Balance & Sumthin Terrible),Bueno;Balance;Sumthin Terrible,2008,Pre-streaming,3.9073333333333333,0.773,0.57,-7.527,0.000346,0.474
"West Up (feat. E-40, Mistah F.A.B., San Quinn & Keak Da Sneak) - Remix",Bueno;E-40;Mistah F.A.B.;San Quinn;Keak Da Sneak,2008,Pre-streaming,3.72045,0.718,0.6509999999999999,-6.23,0.00486,0.531
Ciao Adios,Anne-Marie,2017,Streaming growth,3.3350833333333334,0.698,0.882,-3.0780000000000003,0.127,0.445
Temperamental Love,Bridgit Mendler,2017,Streaming growth,2.5374,0.5710000000000001,0.691,-4.783,0.104,0.527
Shape of You - Galantis Remix,Ed Sheeran;Galantis,2017,Streaming growth,3.2664666666666666,0.838,0.765,-2.332,0.0514,0.905
Overture,George Duke,2012,Streaming growth,1.636,0.518,0.755,-9.103,0.000763,0.898
Light,George Duke,2012,Streaming growth,3.39045,0.639,0.867,-8.235,0.0069599999999999,0.76
Shane,George Duke,2012,Streaming growth,3.2342166666666667,0.809,0.5660000000000001,-9.181,0.0244,0.845
Born to Love You,George Duke,2012,Streaming growth,3.1757833333333334,0.482,0.612,-8.821,0.419,0.4039999999999999
Silly Fightin',George Duke,2012,Streaming growth,5.109783333333334,0.862,0.736,-8.972000000000003,0.0316,0.7340000000000001
You (Are the Light),George Duke,2012,Streaming growth,4.261783333333334,0.525,0.54,-9.497,0.306,0.365
The War Fugue Interlude,George Duke,2012,Streaming growth,1.2202166666666667,0.424,0.662,-16.108,0.414,0.315
Reach Out,George Duke,2012,Streaming growth,4.95555,0.8109999999999999,0.649,-8.93,0.0866,0.958
Give Me Your Love,George Duke,2012,Streaming growth,4.324883333333333,0.7,0.6509999999999999,-9.793,0.237,0.735
Stand,George Duke,2012,Streaming growth,2.2373333333333334,0.831,0.7040000000000001,-9.661,0.0347,0.7509999999999999
Soon,George Duke,2012,Streaming growth,2.718,0.4970000000000001,0.384,-14.156,0.755,0.382
Celebrate,George Duke,2012,Streaming growth,3.9082166666666667,0.8440000000000001,0.615,-10.602,0.0127,0.963
Fly Away,George Duke,2012,Streaming growth,4.022883333333334,0.68,0.507,-9.446,0.00595,0.8540000000000001
Reach Out (Extended Version),George Duke,2012,Streaming growth,6.8773333333333335,0.8190000000000001,0.597,-9.39,0.0372,0.866
Celebrate (Instrumental),George Duke,2012,Streaming growth,3.8573333333333335,0.853,0.5720000000000001,-11.404000000000002,0.0135,0.959
Brazilian Love Affair,George Duke,2012,Streaming growth,7.395333333333333,0.614,0.657,-14.339,0.0905,0.861
Season Man,Tony Joe White,2010,Streaming growth,5.011783333333334,0.684,0.1989999999999999,-23.557,0.775,0.527
Ain't Doing Nobody No Good,Tony Joe White,2010,Streaming growth,4.788666666666667,0.8270000000000001,0.263,-20.112,0.225,0.698
Paintings on the Mountain,Tony Joe White,2010,Streaming growth,5.727783333333333,0.561,0.124,-22.23,0.833,0.322
Tell Me Why,Tony Joe White,2010,Streaming growth,6.208216666666667,0.638,0.384,-17.325,0.5760000000000001,0.5489999999999999
All,Tony Joe White,2010,Streaming growth,5.65045,0.6659999999999999,0.162,-21.616,0.883,0.311
Long Way from the River,Tony Joe White,2010,Streaming growth,6.123116666666666,0.807,0.249,-22.123,0.519,0.6940000000000001
Strange Night,Tony Joe White,2010,Streaming growth,4.498216666666667,0.5579999999999999,0.49,-14.889,0.405,0.515
Something to Soften the Blow,Tony Joe White,2010,Streaming growth,4.939333333333333,0.5870000000000001,0.0557,-22.851999999999997,0.83,0.115
Roll Train Roll,Tony Joe White,2010,Streaming growth,5.7026666666666666,0.758,0.032,-23.62,0.722,0.2269999999999999
A Place to Watch the Sun Go Down,Tony Joe White,2010,Streaming growth,4.1371166666666666,0.797,0.126,-26.236,0.723,0.479
Wurlitzer Prize (I Don't Want To Get Over You),Norah Jones,2003,Pre-streaming,2.6571166666666666,0.625,0.0758,-13.258,0.911,0.35
I Do Believe,Kris Kristofferson,2003,Pre-streaming,3.4542166666666665,0.536,0.308,-13.837,0.421,0.248
Waymore's Blues,The Crickets,2003,Pre-streaming,3.2613333333333334,0.7709999999999999,0.491,-11.119000000000002,0.289,0.911
Everybody's Sweetheart - Buddha Remastered - 1999,Vince Gill,1999,Pre-streaming,2.8493333333333335,0.653,0.838,-8.305,0.0389,0.852
The Way Back Home - Buddha Remastered - 1999,Vince Gill,1999,Pre-streaming,3.9266666666666667,0.4539999999999999,0.368,-11.834,0.5820000000000001,0.3429999999999999
Cinderella - Buddha Remastered - 1999,Vince Gill,1999,Pre-streaming,3.5951166666666667,0.5770000000000001,0.56,-8.839,0.531,0.611
Let's Do Something - Buddha Remastered - 1999,Vince Gill,1999,Pre-streaming,3.3162166666666666,0.753,0.7659999999999999,-8.936,0.2339999999999999,0.861
The Radio - Buddha Remastered - 1999,Vince Gill,1999,Pre-streaming,4.09445,0.66,0.457,-10.571,0.603,0.527
Baby That's Tough - Buddha Remastered - 1999,Vince Gill,1999,Pre-streaming,3.63955,0.5329999999999999,0.716,-9.571,0.3670000000000001,0.8490000000000001
Losing Your Love - Buddha Remastered - 1999,Vince Gill,1999,Pre-streaming,4.774,0.629,0.547,-9.221,0.0761,0.361
It Doesn't Matter Anymore - Buddha Remastered - 1999,Vince Gill,1999,Pre-streaming,3.6033333333333335,0.502,0.2769999999999999,-12.965,0.441,0.268
Something's Missing - Buddha Remastered - 1999,Vince Gill,1999,Pre-streaming,4.5,0.69,0.599,-9.428,0.5770000000000001,0.379
Cosmic Girl,Jamiroquai,1987,Pre-streaming,4.04955,0.643,0.934,-6.651,0.0348,0.929
Come Baby Come,Gizelle D'Cole;Elvis Crespo,1987,Pre-streaming,4.1433333333333335,0.8190000000000001,0.857,-4.735,0.311,0.8220000000000001
The Way You Make Me Feel,Michael Jackson,1987,Pre-streaming,4.950666666666667,0.759,0.835,-6.0020000000000024,0.0665,0.568
If I Was the One,Ruff Endz,1987,Pre-streaming,4.444,0.5770000000000001,0.568,-5.044,0.3379999999999999,0.291
Canned Heat,Jamiroquai,1987,Pre-streaming,5.517783333333333,0.6970000000000001,0.879,-4.833,0.0195,0.75
I Wanna Be With You - Soul Solution Remix,Mandy Moore,1987,Pre-streaming,4.34155,0.595,0.873,-5.157,0.0145,0.506
"Re-AKshon (feat. T.I., Bun B & Bone Crusher) - Remix","Killer Mike;T.I.;Bun B;Bone Crusher;Jonathan ""Lil Jon"" Smith",2002,Pre-streaming,4.601116666666667,0.536,0.8490000000000001,-4.099,0.205,0.5870000000000001
"Re-AKshon (feat. T.I., Bun B & Bone Crusher) - Remix - Radio Edit","Killer Mike;T.I.;Bun B;Bone Crusher;Jonathan ""Lil Jon"" Smith",2002,Pre-streaming,4.58955,0.708,0.825,-4.4639999999999995,0.198,0.627
Can't Say,Letters To Cleo,2016,Streaming growth,3.3722166666666666,0.5429999999999999,0.77,-4.572,6.11e-05,0.36
4 Leaf Clover,Letters To Cleo,2016,Streaming growth,3.0833333333333335,0.3670000000000001,0.892,-4.501,0.000237,0.5379999999999999
Back to Nebraska,Letters To Cleo,2016,Streaming growth,5.45445,0.359,0.78,-4.7669999999999995,0.000187,0.354
Hitch a Ride,Letters To Cleo,2016,Streaming growth,2.5231166666666667,0.488,0.951,-4.003,4.49e-05,0.532
Good Right Here,Letters To Cleo,2016,Streaming growth,3.727333333333333,0.487,0.8640000000000001,-5.02,0.000368,0.23
Born On The Bayou,Al Wilson,2010,Streaming growth,2.9442833333333334,0.7340000000000001,0.716,-7.644,0.4629999999999999,0.929
Somebody To Love,Al Wilson,2010,Streaming growth,3.3132,0.446,0.884,-7.755,0.104,0.8220000000000001
Settle Me Down,Al Wilson,2010,Streaming growth,2.6224,0.375,0.596,-7.6960000000000015,0.534,0.446
Things Are Changing,Al Wilson,2010,Streaming growth,2.6668166666666666,0.705,0.752,-8.162,0.614,0.775
All For You,Al Wilson,2010,Streaming growth,2.6494,0.594,0.82,-8.59,0.621,0.895
Listen To Me,Al Wilson,2010,Streaming growth,3.24305,0.607,0.855,-7.7570000000000014,0.467,0.81
The Last Phonograph Record,Al Wilson,2010,Streaming growth,3.6161166666666666,0.465,0.3670000000000001,-10.905,0.85,0.487
You Do The Right Things,Al Wilson,2010,Streaming growth,2.74925,0.373,0.544,-8.979,0.6829999999999999,0.649
The Magic Of Your Mind,Al Wilson,2010,Streaming growth,2.5456833333333333,0.467,0.711,-8.023,0.527,0.733
Amen Brother,Al Wilson,2010,Streaming growth,2.42035,0.466,0.6609999999999999,-8.074,0.39,0.885
Keep On Loving You,Al Wilson,2010,Streaming growth,4.378416666666666,0.708,0.523,-9.133,0.794,0.902
A Quick Reaction,Al Wilson,2010,Streaming growth,3.3317666666666668,0.8540000000000001,0.7340000000000001,-8.208,0.5529999999999999,0.985
White Christmas,Darlene Love,1963,Pre-streaming,2.882,0.423,0.7759999999999999,-7.08,0.795,0.396
Frosty the Snowman,The Ronettes,1963,Pre-streaming,2.2717833333333335,0.382,0.879,-7.584,0.228,0.5589999999999999
Santa Claus Is Coming to Town,The Crystals,1963,Pre-streaming,3.4,0.416,0.831,-7.4620000000000015,0.885,0.254
Sleigh Ride,The Ronettes,1963,Pre-streaming,3.0211166666666665,0.529,0.772,-7.013,0.4029999999999999,0.853
A Marshmallow World,Darlene Love,1963,Pre-streaming,2.38555,0.316,0.78,-6.9879999999999995,0.748,0.653
I Saw Mommy Kissing Santa Claus,The Ronettes,1963,Pre-streaming,2.6268833333333332,0.311,0.664,-8.179,0.1889999999999999,0.356
Rudolph the Red-Nosed Reindeer,The Crystals,1963,Pre-streaming,2.518883333333333,0.366,0.7879999999999999,-7.001,0.614,0.589
Winter Wonderland,Darlene Love,1963,Pre-streaming,2.4346666666666668,0.487,0.759,-8.093,0.604,0.447
Parade Of The Wooden Soldiers,The Crystals,1963,Pre-streaming,2.9168833333333333,0.579,0.7859999999999999,-5.919,0.79,0.629
Christmas (Baby Please Come Home),Darlene Love,1963,Pre-streaming,2.7742166666666668,0.325,0.759,-7.146,0.395,0.36
Silent Night,Phil Spector;Bob B. Soxx & The Blue Jeans;Darlene Love;The Crystals;The Ronettes,1963,Pre-streaming,2.1342166666666667,0.181,0.325,-12.931,0.863,0.313
Lost You (feat. DRS),Moiré;DRS,2017,Streaming growth,4.091983333333333,0.747,0.5539999999999999,-13.038,0.00377,0.314
Bootleg (feat. DRS),Moiré;DRS,2017,Streaming growth,3.79565,0.71,0.654,-14.004,0.131,0.604
Castle on the Hill - Acoustic,Ed Sheeran,2017,Streaming growth,3.77045,0.563,0.26,-5.856,0.518,0.616
Tired,Alan Walker;Gavin James,2017,Streaming growth,3.2018666666666666,0.69,0.8759999999999999,-4.159,0.0428,0.493
God Only Knows (feat. yMusic),John Legend;Cynthia Erivo;yMusic,2017,Streaming growth,3.3633333333333333,0.272,0.158,-9.829,0.943,0.24
Sorry,The Smithereens,2011,Streaming growth,3.61045,0.41,0.923,-4.1419999999999995,0.0562,0.636
One Look At You,The Smithereens,2011,Streaming growth,3.7322166666666665,0.469,0.939,-4.438,0.105,0.738
A World Of Our Own,The Smithereens,2011,Streaming growth,4.696,0.4039999999999999,0.816,-5.726,0.281,0.318
Keep On Running,The Smithereens,2011,Streaming growth,3.7462166666666668,0.4589999999999999,0.944,-3.606,0.165,0.6509999999999999
Rings On Her Fingers,The Smithereens,2011,Streaming growth,2.9977833333333335,0.416,0.941,-4.988,0.0785,0.84
As Long As You Are Near Me,The Smithereens,2011,Streaming growth,3.2051166666666666,0.321,0.828,-3.838,0.0869,0.66
Bring Back The One I Love,The Smithereens,2011,Streaming growth,3.6562166666666664,0.6,0.758,-4.992,0.226,0.96
Nobody Lives Forever,The Smithereens,2011,Streaming growth,2.4188833333333335,0.41,0.936,-3.811,0.143,0.7829999999999999
Goodnight Goodbye,The Smithereens,2011,Streaming growth,4.637333333333333,0.471,0.565,-6.983,0.192,0.22
All The Same,The Smithereens,2011,Streaming growth,3.370216666666667,0.4370000000000001,0.8690000000000001,-5.412000000000001,0.0583,0.765
Viennese Hangover,The Smithereens,2011,Streaming growth,3.24845,0.42,0.7140000000000001,-5.497000000000001,0.191,0.688
Turn It Around,The Smithereens,2011,Streaming growth,3.982666666666667,0.474,0.823,-5.626,0.246,0.794
What Went Wrong,The Smithereens,2011,Streaming growth,3.562666666666667,0.243,0.905,-5.8329999999999975,0.0385,0.898
I'll Play The Fool - Digitally Mastered - August 1988,Dr. Buzzard's Original Savannah Band,1976,Pre-streaming,4.806666666666667,0.5920000000000001,0.563,-15.245,0.0108,0.86
We Got It Made/Night And Day - Digitally Mastered - August 1988,Dr. Buzzard's Original Savannah Band,1976,Pre-streaming,3.776,0.597,0.617,-16.637999999999998,0.0176,0.575
You've Got Something/Betcha' The Love Bug Bitcha - Digitally Mastered - August 1988,Dr. Buzzard's Original Savannah Band,1976,Pre-streaming,5.687783333333333,0.612,0.265,-18.198,0.209,0.363
Sour & Sweet/Lemon In The Honey - Digitally Mastered - August 1988,Dr. Buzzard's Original Savannah Band,1976,Pre-streaming,6.05955,0.5660000000000001,0.53,-16.906,0.0186,0.6659999999999999
Wrecking Ball,Grace Slick,1981,Pre-streaming,3.8551166666666665,0.4039999999999999,0.963,-9.205,0.106,0.368
