track_name,artists,release_year,era,duration_min,danceability,energy,loudness,acousticness,valence
My Selfish Heart,Meghan Trainor,2015,Streaming growth,3.77355,0.5820000000000001,0.519,-6.954,0.0533,0.4529999999999999
Credit,Meghan Trainor,2015,Streaming growth,2.8537833333333333,0.723,0.664,-6.49,0.187,0.708
Be For Real (feat. Teddy Pendergrass),Harold Melvin & The Blue Notes;Teddy Pendergrass,1972,Pre-streaming,7.471116666666667,0.46,0.513,-11.871,0.665,0.657
Wake Up Everybody (feat. Teddy Pendergrass),Harold Melvin & The Blue Notes;Teddy Pendergrass,1972,Pre-streaming,7.516216666666667,0.603,0.508,-13.425,0.502,0.7290000000000001
Where Are All My Friends (feat. Teddy Pendergrass),Harold Melvin & The Blue Notes;Teddy Pendergrass,1972,Pre-streaming,3.33,0.598,0.745,-10.219,0.402,0.721
I Will Wait For You,Norman Gimbel;Michel Legrand;Lesley Garrett;John Harle,2003,Pre-streaming,3.524,0.315,0.267,-12.979,0.961,0.166
This Christmas I Spend with You,Robert Goulet,1997,Pre-streaming,2.4726666666666666,0.352,0.272,-12.395,0.932,0.3
The Christmas Song,Robert Goulet,1997,Pre-streaming,3.486666666666667,0.319,0.299,-12.57,0.855,0.23
Let It Snow! Let It Snow! Let It Snow!,Robert Goulet,1997,Pre-streaming,2.6733333333333333,0.56,0.337,-13.05,0.919,0.435
Panis Angelicus,Robert Goulet,1997,Pre-streaming,3.223333333333333,0.193,0.353,-10.045,0.866,0.145
O Holy Night,Robert Goulet,1997,Pre-streaming,2.1133333333333333,0.134,0.344,-10.152,0.757,0.182
O Come All Ye Faithful,Robert Goulet,1997,Pre-streaming,2.33155,0.216,0.317,-9.389,0.937,0.402
Sleigh Ride,Robert Goulet,1997,Pre-streaming,3.1373333333333333,0.628,0.515,-8.943,0.72,0.777
Christmas Day,Robert Goulet,1997,Pre-streaming,2.7866666666666666,0.359,0.387,-10.954,0.8740000000000001,0.231
"God Rest Ye Merry, Gentlemen",Robert Goulet,1997,Pre-streaming,2.1433333333333335,0.259,0.3670000000000001,-9.376,0.939,0.361
The Christmas Waltz,Robert Goulet,1997,Pre-streaming,2.346216666666667,0.255,0.408,-10.552,0.82,0.271
(There's No Place Like) Home for the Holidays,Robert Goulet,1997,Pre-streaming,2.98045,0.519,0.493,-10.829,0.519,0.621
Diavolana,Various Artists,2005,Pre-streaming,3.8922166666666667,0.352,0.217,-25.304,0.809,0.108
Mamalena,Various Artists,2005,Pre-streaming,6.163783333333333,0.679,0.352,-14.8,0.594,0.83
Hitondray Tsikitsiki,Various Artists,2005,Pre-streaming,3.005116666666667,0.705,0.14,-15.552,0.918,0.872
Ralanto,Various Artists,2005,Pre-streaming,3.06445,0.516,0.259,-13.478,0.7829999999999999,0.726
Echoes Of The Savannah,Various Artists,2005,Pre-streaming,3.338216666666667,0.6579999999999999,0.0957,-25.218000000000004,0.867,0.575
Mpiarak' Aomby II,Various Artists,2005,Pre-streaming,4.41045,0.386,0.0632,-20.08,0.935,0.3720000000000001
Tairo Marovana,Various Artists,2005,Pre-streaming,5.62845,0.7290000000000001,0.27,-14.713,0.838,0.8059999999999999
Ovy Groovy,Various Artists,2005,Pre-streaming,2.3811166666666668,0.591,0.5820000000000001,-15.663,0.856,0.86
Raozy Matately,Various Artists,2005,Pre-streaming,3.8493333333333335,0.6809999999999999,0.496,-12.378,0.419,0.961
Talily,Various Artists,2005,Pre-streaming,3.19845,0.5720000000000001,0.258,-16.972,0.74,0.846
Tsy Mandry Tapay,Various Artists,2005,Pre-streaming,2.2317833333333335,0.503,0.667,-14.737,0.851,0.687
Jefy Jefy,Various Artists,2005,Pre-streaming,2.5531166666666665,0.664,0.254,-13.981,0.919,0.918
Ainga,Various Artists,2005,Pre-streaming,2.5111166666666667,0.5479999999999999,0.242,-23.725,0.893,0.8809999999999999
Mbole Mbintika,Various Artists,2005,Pre-streaming,1.9148833333333333,0.4539999999999999,0.236,-17.759,0.907,0.722
Betepotepo II,Various Artists,2005,Pre-streaming,5.748216666666667,0.447,0.135,-18.091,0.862,0.465
Te Hody,Various Artists,2005,Pre-streaming,4.39,0.527,0.462,-18.143,0.885,0.5760000000000001
Izahay Sy I Malala,Various Artists,2005,Pre-streaming,4.289333333333333,0.57,0.238,-13.796,0.6779999999999999,0.797
Tambitamby,Various Artists,2005,Pre-streaming,3.4382166666666665,0.612,0.283,-20.27,0.884,0.213
Ny Hanamojo,Various Artists,2005,Pre-streaming,2.7306666666666666,0.455,0.486,-15.373,0.1689999999999999,0.598
Zanak'iza,Various Artists,2005,Pre-streaming,4.847783333333333,0.4539999999999999,0.466,-14.72,0.505,0.82
The Dog & The Chameleon,Various Artists,2005,Pre-streaming,5.522883333333334,0.636,0.23,-19.613,0.858,0.607
I'm Weak for You (feat. Teddy Pendergrass),Harold Melvin & The Blue Notes;Teddy Pendergrass,1972,Pre-streaming,3.38445,0.496,0.396,-12.253,0.7070000000000001,0.616
Ebony Woman (feat. Teddy Pendergrass),Harold Melvin & The Blue Notes;Teddy Pendergrass,1972,Pre-streaming,3.6726666666666667,0.2289999999999999,0.516,-8.998,0.511,0.281
Yesterday I Had The Blues (feat. Teddy Pendergrass),Harold Melvin & The Blue Notes;Teddy Pendergrass,1972,Pre-streaming,7.552216666666666,0.491,0.494,-9.82,0.6679999999999999,0.38
Satisfaction Guaranteed (Or Take Your Love Back) (feat. Teddy Pendergrass),Harold Melvin & The Blue Notes;Teddy Pendergrass,1972,Pre-streaming,3.45555,0.746,0.723,-8.718,0.156,0.816
Tell the World How I Feel About 'Cha Baby (feat. Teddy Pendergrass),Harold Melvin & The Blue Notes;Teddy Pendergrass,1972,Pre-streaming,5.91955,0.517,0.797,-9.498,0.0302,0.74
Keep On Lovin' You (feat. Teddy Pendergrass),Harold Melvin & The Blue Notes;Teddy Pendergrass,1972,Pre-streaming,3.686,0.6409999999999999,0.78,-7.855,0.353,0.7040000000000001
C.C. Rider,The Youngbloods,1988,Pre-streaming,2.5751,0.447,0.48,-16.067999999999998,0.6629999999999999,0.885
"Now That's Awesome (Song) (feat. Tracy Byrd, Neal McCoy & T. Graham Brown)",Bill Engvall;Tracy Byrd;Neal McCoy;T. Graham Brown,2000,Pre-streaming,3.056,0.498,0.879,-7.711,0.238,0.6459999999999999
You Gotta Be,Des'ree,1994,Pre-streaming,4.086666666666667,0.627,0.669,-9.985,0.211,0.498
Crazy Maze,Des'ree,1994,Pre-streaming,4.58955,0.628,0.6779999999999999,-10.131,0.59,0.161
Feel so High,Des'ree,1994,Pre-streaming,3.887783333333333,0.606,0.532,-10.425999999999998,0.632,0.433
Little Child,Des'ree,1994,Pre-streaming,3.88155,0.6729999999999999,0.484,-11.423,0.741,0.5720000000000001
Strong Enough,Des'ree,1994,Pre-streaming,4.702216666666667,0.632,0.742,-9.775,0.364,0.961
Herald The Day,Des'ree,1994,Pre-streaming,5.296666666666667,0.6,0.529,-10.424,0.623,0.218
Trip On Love,Des'ree,1994,Pre-streaming,4.480666666666667,0.5329999999999999,0.76,-10.43,0.0817,0.649
I Ain't Movin',Des'ree,1994,Pre-streaming,4.342216666666666,0.4589999999999999,0.3929999999999999,-13.258,0.846,0.7390000000000001
Living In The City,Des'ree,1994,Pre-streaming,4.513333333333334,0.389,0.636,-11.88,0.737,0.617
In My Dreams,Des'ree,1994,Pre-streaming,4.221783333333334,0.629,0.607,-11.392,0.494,0.7490000000000001
Love Is Here,Des'ree,1994,Pre-streaming,4.814,0.353,0.145,-16.389,0.966,0.275
I Ain't Movin' - Percussion Reprise,Des'ree,1994,Pre-streaming,3.1688833333333335,0.648,0.192,-19.9,0.8490000000000001,0.725
Boom! Shake The Room - Street Remix,DJ Jazzy Jeff & The Fresh Prince;DJ Jazz;Victor Emanuel Cooke;Jazzy Jeff,1993,Pre-streaming,4.56,0.741,0.892,-6.647,0.0041,0.67
Opposite of Me,Josh Kelley,2006,Pre-streaming,3.2788833333333334,0.613,0.6970000000000001,-5.2139999999999995,0.0303,0.701
Pop Game,Josh Kelley,2006,Pre-streaming,3.41245,0.385,0.8170000000000001,-7.099,0.0124,0.677
Just Say The Word,Josh Kelley,2006,Pre-streaming,4.209116666666667,0.598,0.563,-6.287000000000001,0.147,0.532
Cain and Able,Josh Kelley,2006,Pre-streaming,5.04845,0.2689999999999999,0.212,-14.342,0.812,0.231
Lady of Mine,Josh Kelley,2006,Pre-streaming,3.7851166666666667,0.365,0.625,-8.125,0.271,0.3329999999999999
How The Story Goes,Josh Kelley,2006,Pre-streaming,4.5553333333333335,0.662,0.8220000000000001,-7.7189999999999985,0.47,0.773
Beautiful Goodbye,Josh Kelley,2006,Pre-streaming,3.2522166666666665,0.625,0.509,-9.791,0.605,0.418
You Are A Part of Everything,Josh Kelley,2006,Pre-streaming,4.17645,0.745,0.7390000000000001,-5.8420000000000005,0.172,0.84
Talking In Circles,Josh Kelley,2006,Pre-streaming,4.194,0.418,0.585,-10.028,0.0383,0.222
Fools Like Me,Josh Kelley,2006,Pre-streaming,3.1902166666666667,0.675,0.7340000000000001,-6.95,0.0819,0.89
Bound To Keep Movin',Josh Kelley,2006,Pre-streaming,3.00555,0.521,0.413,-9.752,0.652,0.531
Just Say The Word (encore),Josh Kelley,2006,Pre-streaming,1.5088833333333334,0.625,0.574,-7.987,0.0758,0.7040000000000001
If It's Alright With You,Josh Kelley,2006,Pre-streaming,3.94045,0.498,0.9,-5.893,0.00306,0.537
Deep Deep Breath,Josh Kelley,2006,Pre-streaming,4.036883333333333,0.3279999999999999,0.258,-16.331,0.841,0.305
I Wanna Have Love with You,Kashif,2012,Streaming growth,5.09155,0.768,0.79,-8.995,0.0424,0.7140000000000001
Dancing in the Dark (Heart to Heart),Kashif,2012,Streaming growth,4.376,0.532,0.525,-9.537,0.268,0.369
Condition of the Heart,Kashif,2012,Streaming growth,4.72445,0.606,0.544,-8.667,0.0733,0.3339999999999999
Say You Love Me,Kashif,2012,Streaming growth,4.733783333333333,0.846,0.693,-8.705,0.0102,0.906
Movie Song,Kashif,2012,Streaming growth,5.110883333333334,0.764,0.615,-12.751,0.0144,0.792
Stay the Night,Kashif,2012,Streaming growth,4.58445,0.5820000000000001,0.428,-10.283,0.0647,0.336
Weakness,Kashif,2012,Streaming growth,4.832666666666666,0.845,0.723,-9.813,0.131,0.815
Botha Botha (Apartheid Song),Kashif,2012,Streaming growth,3.8828833333333335,0.785,0.636,-9.923,0.126,0.387
Condition of the Heart (Extended Version),Kashif,2012,Streaming growth,5.999783333333333,0.618,0.484,-10.699000000000002,0.0888,0.385
Love on the Rise (Extended Remix),Kashif,2012,Streaming growth,7.0182166666666665,0.7340000000000001,0.7240000000000001,-8.974,0.04,0.747
Love on the Rise (Instrumental),Kashif,2012,Streaming growth,5.568883333333333,0.684,0.664,-9.938,0.0168,0.836
All My Rowdy Friends Are Coming Over Tonight,"Hank Williams, Jr.",1972,Pre-streaming,2.9806666666666666,0.607,0.904,-7.693,0.13,0.877
The Conversation,"Hank Williams, Jr.;Waylon Jennings",1972,Pre-streaming,3.8748833333333335,0.7120000000000001,0.477,-17.702,0.206,0.901
Two Old Cats Like Us,"Hank Williams, Jr.;Ray Charles",1972,Pre-streaming,2.6151166666666668,0.469,0.737,-8.395,0.208,0.6990000000000001
Gonna Go Huntin' Tonight,"Hank Williams, Jr.",1972,Pre-streaming,2.6406666666666667,0.672,0.8,-9.409,0.0439,0.923
Attitude Adjustment,"Hank Williams, Jr.",1972,Pre-streaming,2.9593333333333334,0.6920000000000001,0.624,-10.814,0.0275,0.847
Major Moves,"Hank Williams, Jr.",1972,Pre-streaming,3.5977833333333336,0.7,0.31,-13.825,0.286,0.214
Leave Them Boys Alone,"Hank Williams, Jr.",1972,Pre-streaming,3.613783333333333,0.7879999999999999,0.5760000000000001,-9.555,0.1169999999999999,0.682
Dukey Stick,George Duke,1996,Pre-streaming,6.0377833333333335,0.782,0.705,-9.427,0.151,0.778
Reach For It,George Duke,1996,Pre-streaming,4.9028833333333335,0.773,0.526,-10.212,0.0149,0.7170000000000001
Searchin' My Mind,George Duke,1996,Pre-streaming,3.195116666666667,0.518,0.867,-8.871,0.0117,0.7170000000000001
Mothership Connection,George Duke,1996,Pre-streaming,5.17,0.5479999999999999,0.758,-9.874,0.0477,0.813
Starting Again,George Duke,1996,Pre-streaming,4.447783333333334,0.574,0.5710000000000001,-9.221,0.118,0.6809999999999999
Lady,George Duke,1996,Pre-streaming,4.3406666666666665,0.581,0.424,-11.741,0.212,0.11
Shine On,George Duke,1996,Pre-streaming,5.201116666666667,0.83,0.83,-8.357999999999999,0.0337,0.96
Just For You,George Duke,1996,Pre-streaming,4.4737833333333334,0.489,0.442,-9.056,0.225,0.648
Movin'On,George Duke,1996,Pre-streaming,4.368216666666667,0.777,0.536,-7.949,0.118,0.894
Come Cryin' To Me,Lonestar,1997,Pre-streaming,3.696,0.6859999999999999,0.682,-6.837999999999999,0.209,0.5920000000000001
Everything's Changed,Lonestar,1997,Pre-streaming,3.9,0.6759999999999999,0.563,-7.605,0.155,0.4629999999999999
Cheater's Road,Lonestar,1997,Pre-streaming,3.83955,0.594,0.8059999999999999,-6.105,0.0603,0.8740000000000001
A Week In Juarez,Lonestar,1997,Pre-streaming,2.782216666666667,0.752,0.474,-8.424,0.478,0.7
John Doe On A John Deere,Lonestar,1997,Pre-streaming,3.376,0.642,0.769,-6.255,0.105,0.831
You Walked In,Lonestar,1997,Pre-streaming,4.52845,0.757,0.752,-5.346,0.0503,0.6829999999999999
Say When,Lonestar,1997,Pre-streaming,3.376,0.471,0.446,-7.3679999999999986,0.487,0.246
Amie,Lonestar,1997,Pre-streaming,4.095116666666667,0.6679999999999999,0.67,-8.14,0.0969999999999999,0.617
Crazy Nights,Lonestar,1997,Pre-streaming,3.3282166666666666,0.674,0.5589999999999999,-7.545,0.246,0.3720000000000001
Keys To My Heart,Lonestar,1997,Pre-streaming,3.004,0.601,0.873,-5.968999999999999,0.345,0.919
What Do We Do With The Rest Of The Night,Lonestar,1997,Pre-streaming,3.036,0.684,0.7809999999999999,-5.517,0.2689999999999999,0.8390000000000001
Pimptro,Kool G Rap,2011,Streaming growth,1.8391166666666667,0.502,0.763,-6.0,0.027,0.662
Ya Chic Chose Me,Kool G Rap,2011,Streaming growth,3.5986666666666665,0.462,0.8079999999999999,-4.22,0.0139999999999999,0.5329999999999999
In Too Deep (feat. Heather Walker),Kool G Rap;Heather Walker,2011,Streaming growth,3.2268833333333333,0.634,0.933,-2.617,0.0852,0.7490000000000001
70's Gangsta,Kool G Rap,2011,Streaming growth,3.3322166666666666,0.423,0.971,-3.05,0.0543,0.588
Pillow Talk,Kool G Rap,2011,Streaming growth,2.6528833333333335,0.4629999999999999,0.915,-2.454,0.217,0.71
The Meaning to Your Love,Kool G Rap,2011,Streaming growth,2.8826666666666667,0.4429999999999999,0.853,-3.792,0.0244,0.479
Sad,Kool G Rap,2011,Streaming growth,3.1548833333333333,0.588,0.93,-1.272,0.0735,0.7979999999999999
Maggie,Kool G Rap,2011,Streaming growth,3.874,0.43,0.942,-2.294,0.00227,0.7140000000000001
Ova Bitches,Kool G Rap,2011,Streaming growth,2.6902166666666667,0.612,0.868,-2.358,0.0279999999999999,0.544
G On,Kool G Rap,2011,Streaming growth,2.572216666666667,0.589,0.931,-2.5580000000000003,0.0367,0.6579999999999999
Pages of My Life,Kool G Rap,2011,Streaming growth,2.6466666666666665,0.413,0.8759999999999999,-0.825,0.149,0.473
Goin On,Kool G Rap,2011,Streaming growth,4.304216666666667,0.544,0.933,-3.793,0.00389,0.435
American Nightmare (feat. Havoc of Mobb Deep),Kool G Rap;Havoc,2011,Streaming growth,3.215333333333333,0.474,0.823,-3.074,0.0885,0.4379999999999999
Da Real Thing (feat. Heather Walker),Kool G Rap;Heather Walker,2011,Streaming growth,3.165783333333333,0.397,0.921,-2.264,0.18,0.512
Harmony Homicide,Kool G Rap,2011,Streaming growth,4.52845,0.3339999999999999,0.922,-2.909,0.0408,0.555
Be Happy - 1989 Remastered,Henry Nemo;Edgar William Battle;Louis Prima;Glenn Miller,1989,Pre-streaming,2.17445,0.743,0.301,-11.198,0.8190000000000001,0.778
Over The Rooftops,Gene Loves Jezebel,2005,Pre-streaming,3.1862166666666667,0.544,0.894,-7.976,0.0018899999999999,0.86
Kick,Gene Loves Jezebel,2005,Pre-streaming,3.177783333333333,0.411,0.769,-9.584,0.144,0.588
A White Horse,Gene Loves Jezebel,2005,Pre-streaming,3.1393333333333335,0.674,0.893,-9.731,0.00616,0.34
Wait And See,Gene Loves Jezebel,2005,Pre-streaming,3.44445,0.605,0.706,-8.158999999999999,0.0169,0.845
Desire,Gene Loves Jezebel,2005,Pre-streaming,3.31555,0.629,0.855,-8.799,0.000442,0.966
Maid Of Sker,Gene Loves Jezebel,2005,Pre-streaming,4.385116666666667,0.387,0.529,-10.282,0.257,0.312
Brand New Moon,Gene Loves Jezebel,2005,Pre-streaming,3.7537833333333332,0.695,0.833,-9.149,0.0328,0.852
Desire (Come And Get It) - Extended Version,Gene Loves Jezebel,2005,Pre-streaming,5.45,0.596,0.846,-9.141,0.0012699999999999,0.659
Sapphire Scavenger,Gene Loves Jezebel,2005,Pre-streaming,3.8366666666666664,0.765,0.727,-10.16,0.0428,0.974
New Horizons,Gene Loves Jezebel,2005,Pre-streaming,3.671116666666667,0.4529999999999999,0.512,-9.812,0.00465,0.446
Message,Gene Loves Jezebel,2005,Pre-streaming,2.97,0.5720000000000001,0.47,-13.109000000000002,0.00271,0.906
Heartache - UK Club Mix,Gene Loves Jezebel,2005,Pre-streaming,5.56445,0.561,0.855,-8.892999999999997,0.0113,0.727
Before Doubt,Gene Loves Jezebel,2005,Pre-streaming,4.988883333333333,0.5329999999999999,0.82,-8.398,0.148,0.934
Suspicion,Gene Loves Jezebel,2005,Pre-streaming,3.9462166666666665,0.677,0.736,-9.26,0.386,0.957
Deli Babies,Gene Loves Jezebel,2005,Pre-streaming,3.06445,0.763,0.563,-9.838,0.0087099999999999,0.965
Vagabond,Gene Loves Jezebel,2005,Pre-streaming,3.2971166666666667,0.617,0.715,-9.938,0.00228,0.88
Lipstime,Gene Loves Jezebel,2005,Pre-streaming,3.334,0.594,0.769,-9.243,0.003,0.955
Down To The Water,Gene Loves Jezebel,2005,Pre-streaming,3.2737833333333333,0.78,0.436,-13.576,0.0185,0.515
Heartache (Part Two),Gene Loves Jezebel,2005,Pre-streaming,4.391783333333334,0.6459999999999999,0.74,-8.794,0.139,0.7240000000000001
Sweetest Thing - Extended Version,Gene Loves Jezebel,2005,Pre-streaming,6.136,0.5660000000000001,0.715,-9.473,0.000524,0.845
Psycho 2,Gene Loves Jezebel,2005,Pre-streaming,3.4551166666666666,0.514,0.894,-8.828,0.0207,0.773
Sweetest Jezebel,Gene Loves Jezebel,2005,Pre-streaming,3.066,0.45,0.7659999999999999,-8.362,0.000924,0.506
Ring Of Fire,Johnny Cash,1991,Pre-streaming,2.6477833333333334,0.664,0.425,-12.512,0.7190000000000001,0.75
A Boy Named Sue,Johnny Cash,1991,Pre-streaming,3.7911166666666665,0.6779999999999999,0.426,-14.223,0.826,0.897
Sunday Morning Coming Down,Johnny Cash,1991,Pre-streaming,4.21,0.379,0.342,-14.478,0.524,0.821
Folsom Prison Blues,Johnny Cash,1991,Pre-streaming,2.7973333333333334,0.613,0.527,-15.279000000000002,0.102,0.919
I Walk The Line,Johnny Cash,1991,Pre-streaming,2.740666666666667,0.836,0.337,-16.757,0.861,0.682
Ballad Of A Teenage Queen,Johnny Cash,1991,Pre-streaming,2.2397833333333335,0.675,0.523,-8.658,0.604,0.682
The Ways Of A Woman In Love,Johnny Cash,1991,Pre-streaming,2.2262166666666667,0.639,0.743,-7.979,0.812,0.912
That Old Wheel,"Johnny Cash;Hank Williams, Jr.",1991,Pre-streaming,2.867783333333333,0.688,0.457,-10.198,0.196,0.593
The Long Black Veil,Johnny Cash;Razzy Bailey,1991,Pre-streaming,3.4448833333333333,0.542,0.355,-13.748,0.408,0.5870000000000001
The Cult Of Youth Ambient Mix Parts 1 & 2 - Edit,The Orb;David Gilmour,2010,Streaming growth,5.597783333333333,0.141,0.488,-14.296,0.957,0.14
Cuttin' Heads,John Mellencamp,2001,Pre-streaming,5.06045,0.526,0.883,-3.304,0.0681,0.83
Peaceful World,John Mellencamp,2001,Pre-streaming,4.067333333333333,0.578,0.841,-3.925,0.0417,0.4579999999999999
Deep Blue Heart,John Mellencamp,2001,Pre-streaming,3.4537833333333334,0.457,0.774,-4.4830000000000005,0.0918,0.3879999999999999
Crazy Island,John Mellencamp,2001,Pre-streaming,3.7711166666666665,0.606,0.871,-3.431,0.0264,0.764
Just Like You,John Mellencamp,2001,Pre-streaming,4.04445,0.652,0.87,-4.016,0.0128,0.868
The Same Way I Do,John Mellencamp,2001,Pre-streaming,3.3133333333333335,0.625,0.652,-5.059,0.104,0.574
Women Seem,John Mellencamp,2001,Pre-streaming,5.226216666666667,0.603,0.794,-4.527,0.183,0.643
Worn Out Nervous Condition,John Mellencamp,2001,Pre-streaming,3.52,0.677,0.8340000000000001,-3.758,0.0233,0.968
Shy,John Mellencamp,2001,Pre-streaming,3.4,0.711,0.7040000000000001,-5.257999999999999,0.0301,0.768
In Our Lives,John Mellencamp,2001,Pre-streaming,4.05445,0.589,0.889,-3.141,0.00755,0.845
Thirst And Hunger,Russell Moore;John Miller;Dale Ann Bradley;Wyatt Rice;Roger Williams;Jesse Brock;Eric Seay,2010,Streaming growth,3.71845,0.421,0.3329999999999999,-11.688,0.8240000000000001,0.38
Look To The Light,John Miller;Dale Ann Bradley;Michael Cleveland;Jesse Brock;Ron Stewart;Roger Williams,2010,Streaming growth,3.6046666666666667,0.5489999999999999,0.4629999999999999,-10.151,0.755,0.8079999999999999
Angel At Your Side,Barry Scott;Jesse Brock;Michael Cleveland;John Miller;Roger Williams,2010,Streaming growth,3.905116666666667,0.638,0.406,-10.343,0.809,0.674
I've Been Redeemed,Junior Sisk;Roger Williams;John Miller;Jesse Brock;Ron Rice;Ron Stewart,2010,Streaming growth,3.304666666666667,0.639,0.53,-10.265,0.6940000000000001,0.915
Bad News For The Devil,John Miller;Ron Stewart;Dale Ann Bradley;Roger Williams;Jesse Brock;Ron Rice,2010,Streaming growth,3.072216666666667,0.71,0.599,-10.374,0.66,0.932
He'll Lead You Up,Jeff Parker;Jesse Brock;John Miller;Ron Stewart;Roger Williams,2010,Streaming growth,3.7182166666666667,0.514,0.5820000000000001,-9.385,0.76,0.611
How Far Will I Fall,Russell Moore;John Miller;Dale Ann Bradley;Roger Williams;Jesse Brock;Wyatt Rice,2010,Streaming growth,3.7437833333333335,0.747,0.299,-13.324000000000002,0.868,0.479
I Long To See His Face,John Miller;Michael Cleveland;Jesse Brock;Ron Rice;Ron Stewart;Roger Williams,2010,Streaming growth,3.3226666666666667,0.684,0.57,-11.002,0.605,0.871
The Good Samaritan,Jeff Parker;John Miller;Ron Stewart;Dale Perry;Roger Williams,2010,Streaming growth,3.294,0.604,0.488,-10.9,0.743,0.742
Momma's Prayer Beads,John Miller;Roger Williams;Dale Ann Bradley;Jesse Brock;Michael Cleveland;Wyatt Rice,2010,Streaming growth,3.252666666666667,0.536,0.31,-12.511,0.853,0.5770000000000001
El Padrino Intro,Mellow Man Ace,2004,Pre-streaming,3.35,0.607,0.742,-5.773,0.0252,0.168
Latinos Mundial,Mellow Man Ace,2004,Pre-streaming,3.9248833333333333,0.836,0.615,-3.715,0.0692,0.732
Wutuknowabout,Mellow Man Ace,2004,Pre-streaming,3.93155,0.944,0.715,-5.928,0.0621,0.8590000000000001
Mujeres-Benzes,Mellow Man Ace;Big Chill,2004,Pre-streaming,4.1051166666666665,0.852,0.777,-4.886,0.121,0.804
Thats My Mama,Mellow Man Ace,2004,Pre-streaming,3.8377833333333333,0.873,0.6859999999999999,-4.962,0.038,0.569
Vengo a Cobrar,Mellow Man Ace;Sen Dog,2004,Pre-streaming,3.7188833333333333,0.921,0.883,-2.872,0.0119,0.64
Yzu,Mellow Man Ace,2004,Pre-streaming,3.99555,0.915,0.6729999999999999,-4.375,0.0026,0.565
"Money, Music and Crime",Mellow Man Ace,2004,Pre-streaming,4.55,0.607,0.764,-6.845,0.0679,0.885
Mas Pingon XXX,Mellow Man Ace;Cuban Pete,2004,Pre-streaming,3.3911166666666666,0.74,0.743,-5.102,0.233,0.763
Luv My Niggaz,Mellow Man Ace,2004,Pre-streaming,3.8688833333333332,0.609,0.867,-3.2569999999999997,0.0139,0.79
Callejera - Sigue Siendo Mentirosa,Mellow Man Ace;Orquesta Tabaco Y Ron,2004,Pre-streaming,4.206,0.8759999999999999,0.774,-3.369,0.104,0.8390000000000001
Breakin' the Glass,Mellow Man Ace;Saint Dog,2004,Pre-streaming,3.6473333333333335,0.93,0.865,-4.556,0.00694,0.353
Nasti Voy,Mellow Man Ace,2004,Pre-streaming,3.7988833333333334,0.928,0.802,-4.572,0.01,0.6679999999999999
Half Man Par Tremendo,Mellow Man Ace,2004,Pre-streaming,3.58555,0.932,0.925,-3.58,0.00733,0.483
Perfect Combination,Mellow Man Ace,2004,Pre-streaming,3.566,0.944,0.7879999999999999,-5.803,0.00206,0.721
Greg Mack Outro,Mellow Man Ace,2004,Pre-streaming,1.4677833333333334,0.757,0.564,-7.609,0.1989999999999999,0.921
Breakaway,Kelly Clarkson,2004,Pre-streaming,3.95,0.446,0.701,-4.178999999999999,0.0298,0.3939999999999999
Since U Been Gone,Kelly Clarkson,2004,Pre-streaming,3.1493333333333333,0.662,0.741,-5.4060000000000015,0.00165,0.4039999999999999
Behind These Hazel Eyes,Kelly Clarkson,2004,Pre-streaming,3.3162166666666666,0.5479999999999999,0.889,-4.6819999999999995,0.00165,0.425
Gone,Kelly Clarkson,2004,Pre-streaming,3.431783333333333,0.648,0.917,-4.303999999999999,0.000886,0.73
Addicted,Kelly Clarkson,2004,Pre-streaming,3.9566666666666666,0.3939999999999999,0.691,-5.124,0.0195,0.314
Where Is Your Heart,Kelly Clarkson,2004,Pre-streaming,4.65155,0.48,0.614,-4.62,0.128,0.17
Walk Away,Kelly Clarkson,2004,Pre-streaming,3.155116666666667,0.75,0.888,-4.524,0.0147,0.935
You Found Me,Kelly Clarkson,2004,Pre-streaming,3.6677833333333334,0.62,0.92,-4.697,0.00163,0.5720000000000001
I Hate Myself For Losing You,Kelly Clarkson,2004,Pre-streaming,3.3411166666666667,0.622,0.764,-4.957,0.0158,0.642
Hear Me,Kelly Clarkson,2004,Pre-streaming,3.89445,0.546,0.841,-4.5889999999999995,0.00503,0.175
Beautiful Disaster - Live,Kelly Clarkson,2004,Pre-streaming,4.624883333333333,0.466,0.226,-8.913,0.91,0.238
My Life Would Suck Without You,Kelly Clarkson,2009,Pre-streaming,3.5248833333333334,0.526,0.882,-4.006,0.0014,0.424
I Do Not Hook Up,Kelly Clarkson,2009,Pre-streaming,3.3391166666666665,0.502,0.938,-3.114,0.00098,0.35
Cry,Kelly Clarkson,2009,Pre-streaming,3.5753333333333335,0.475,0.7709999999999999,-3.777,0.00276,0.147
Don't Let Me Stop You,Kelly Clarkson,2009,Pre-streaming,3.34,0.347,0.947,-2.4290000000000003,0.0075299999999999,0.475
All I Ever Wanted,Kelly Clarkson,2009,Pre-streaming,3.985116666666667,0.633,0.866,-3.633,0.0103,0.696
Already Gone,Kelly Clarkson,2009,Pre-streaming,4.692666666666667,0.209,0.872,-2.9960000000000004,0.217,0.294
If I Can't Have You,Kelly Clarkson,2009,Pre-streaming,3.65355,0.615,0.76,-5.651,0.000349,0.52
Save You,Kelly Clarkson,2009,Pre-streaming,4.035116666666666,0.467,0.579,-4.886,0.1969999999999999,0.121
